ts	reason	path
2026-08-03T23:42	timeout	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/InstructionAnnotation.java
2026-08-04T00:07	timeout	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/InlinedFunctionCallsiteExtendedMsSymbol.java
2026-08-04T02:13	timeout	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/PdbLog.java
2026-08-04T02:38	timeout	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/EmptyTPI.java
2026-08-04T03:25	timeout	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/SymbolRecords.java
2026-08-04T06:05	timeout	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/PdbDebugInfo.java
2026-08-08T03:56	timeout	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceCodeUnitAdapter.java
2026-08-08T08:44	shape-undecided (R8a-constants-interface)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/iface/TraceEventScope.java
2026-08-09T05:34	shape-undecided (R8b-marker)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/iface/TraceActivatable.java
2026-08-09T05:34	shape-undecided (R8a-constants-interface)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/iface/TraceEnvironment.java
2026-08-09T05:34	shape-undecided (R8a-constants-interface)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/iface/TraceFocusScope.java
2026-08-09T05:34	shape-undecided (R8a-constants-interface)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/model/target/iface/TraceMethod.java
2026-08-09T21:16	shape-undecided (R8b-marker)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/pcode/exec/trace/data/PcodeTraceMemoryAccess.java
2026-08-10T04:12	shape-undecided (R4-annotation)	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/framework/options/annotation/AutoOptionDefined.java
2026-08-10T04:12	shape-undecided (R8a-constants-interface)	Ghidra/Debug/ProposedUtils/src/main/java/ghidra/framework/options/AutoOptions.java
2026-08-10T05:27	shape-undecided (R8b-marker)	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/field/FieldMouseHandlerExtension.java
2026-08-11T03:52	shape-undecided (R8a-constants-interface)	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/GenConsts.java
2026-08-11T03:58	shape-undecided (R8b-marker)	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/util/Check.java
2026-08-11T03:58	shape-undecided (R8b-marker)	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/gen/util/Fld.java
2026-08-11T05:25	shape-undecided (R8b-marker)	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/var/JitMemoryVar.java
2026-08-12T23:31	timeout	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/analysis/JitDataFlowModel.java
2026-08-14T21:26	timeout-retry	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/analysis/JitDataFlowUseropLibrary.java
2026-08-14T21:51	timeout-retry	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/analysis/JitDataFlowUseropLibrary.java
2026-08-14T22:16	timeout	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/analysis/JitDataFlowUseropLibrary.java
2026-08-15T04:19	timeout-retry	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/dwarf/DWARFCompilationUnit.java
2026-08-15T04:44	timeout-retry	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/dwarf/DWARFCompilationUnit.java
2026-08-15T05:10	timeout	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/dwarf/DWARFCompilationUnit.java
2026-08-15T05:56	shape-undecided (R4-annotation)	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/FieldOutput.java
2026-08-16T22:09	shape-undecided (R8b-marker)	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/component/hover/DecompilerHoverService.java
2026-08-17T01:23	timeout-retry	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/db/VTMatchSetDB.java
2026-08-17T03:56	shape-undecided (R8b-marker)	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/codebrowser/hover/ListingHoverService.java
2026-08-17T22:02	shape-undecided (R8b-marker)	Ghidra/Features/ByteViewer/src/main/java/ghidra/app/plugin/core/format/UniversalDataFormatModel.java
2026-08-18T02:32	timeout	Ghidra/Debug/Debugger/src/main/java/ghidra/app/plugin/core/debug/disassemble/DebuggerDisassemblerPlugin.java
2026-09-20T15:59	missing-prerequisite (39 unported jit op/var types: JitCatenateOp, JitMissingVar, JitConstVal, JitDataFlowModel, etc.; existing seam_stubs.rs exact-match placeholder already serves current dependents)	Ghidra/Framework/Emulation/src/main/java/ghidra/pcode/emu/jit/analysis/JitDataFlowState.java
2026-09-20T12:46	missing-prerequisite (shape rule says struct, but Box<dyn DBTraceObject> is already pervasive across existing real ports -- DBTraceObjectValue, DBTraceObjectManager stub -- forcing a concrete struct now means rewriting that consumer surface, out of scope for one class; real DB backing store DBCachedObjectStoreCore is still a stub trait so a faithful struct with genuine record I/O cannot be built without fabricating store/cache scaffolding)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/target/DBTraceObject.java
2026-09-20T13:16	missing-prerequisite (default getComponent/getComponentContaining/getComponentsContaining/getPrimitiveAt construct sibling DBTraceDataArrayElementComponent/DBTraceDataCompositeFieldComponent holding this as parent -- Java GC-shared 'this', which needs an explicit Arc<Self> this trait cannot manufacture from &self without either inventing Arc<Self>-receiver machinery or the forbidden global RwLock-guarded mutable cache; also the DynamicDataType-specific getNumComponents(Data)/getComponent(index,Data) and Union::getComponents() are not yet exposed on this crate's Dynamic/Union traits, so the Composite/Array/Union/Dynamic branch logic cannot be completed faithfully either)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/listing/DBTraceDefinedDataAdapter.java
2026-09-20T13:17	missing-prerequisite (DB-backed manager: carries protected final ReadWriteLock + 6 DBCachedObjectStore<T> tables + invalidateCache() staleness plumbing -- exactly the reentrant-lock/cache scaffolding the ownership convention forbids; DBCachedObjectStore itself is still only a stub trait in util/seam_stubs.rs, not a real generic per-table store, so there is no snapshot/transaction primitive yet to port the real query/iteration behavior against without inventing one)	Ghidra/Debug/Framework-TraceModeling/src/main/java/ghidra/trace/database/symbol/DBTraceSymbolManager.java
2026-09-20T19:27	missing-prerequisite (constructor and markup() both depend on real parse/markup behavior of DyldChainedStartsInImage (123 lines) and DyldChainedImports/DyldChainedImport (88+147 lines), all still TODO and not part of this batch -- a faithful port of this class is not separable from porting those three first; a placeholder stub would only be narrow-accessor-shaped, but here the missing behavior IS the constructor's parse logic and markup()'s core effect, not a peripheral method)	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/macho/commands/chained/DyldChainedFixupHeader.java
2026-09-21T22:17	missing-prerequisite (shape rule says struct for FieldContext/StructureContext -- Java record/concrete-class -- but format/seam_stubs.rs already carries pub trait FieldContext<T>/StructureContext<T>/StructureMappingInfo<T>/MarkupSession placeholders in WIDE production use: GoFuncData/GoFunctabEntry/GoItab store Box<dyn StructureContext<Self>> as a struct field, each with its own MockStructureContext/MockStructureMappingInfo test impls, plus GoRttiMapper/FieldMarkupFunction/FieldOutputFunction/structure_markup(_function).rs. Faithfully promoting to structs per shape_rules requires rewriting all of those call sites (>=7 files, several hundred lines of production+test code) from dyn-trait-object ergonomics to concrete generics -- a multi-file shape migration, not a bounded single-class port. DataTypeMapper(#5)'s own registerStructure/registerStructures additionally need a Class<T>-keyed reflective registry replacement (TypeId-based type erasure) which is a cross-cutting architecture decision for the whole golang structmapping package. Parking all 4 as one cluster for dedicated follow-up.)	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/FieldContext.java
2026-09-21T22:17	missing-prerequisite (shape rule says struct for FieldContext/StructureContext -- Java record/concrete-class -- but format/seam_stubs.rs already carries pub trait FieldContext<T>/StructureContext<T>/StructureMappingInfo<T>/MarkupSession placeholders in WIDE production use: GoFuncData/GoFunctabEntry/GoItab store Box<dyn StructureContext<Self>> as a struct field, each with its own MockStructureContext/MockStructureMappingInfo test impls, plus GoRttiMapper/FieldMarkupFunction/FieldOutputFunction/structure_markup(_function).rs. Faithfully promoting to structs per shape_rules requires rewriting all of those call sites (>=7 files, several hundred lines of production+test code) from dyn-trait-object ergonomics to concrete generics -- a multi-file shape migration, not a bounded single-class port. DataTypeMapper(#5)'s own registerStructure/registerStructures additionally need a Class<T>-keyed reflective registry replacement (TypeId-based type erasure) which is a cross-cutting architecture decision for the whole golang structmapping package. Parking all 4 as one cluster for dedicated follow-up.)	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/StructureContext.java
2026-09-21T22:17	missing-prerequisite (shape rule says struct for FieldContext/StructureContext -- Java record/concrete-class -- but format/seam_stubs.rs already carries pub trait FieldContext<T>/StructureContext<T>/StructureMappingInfo<T>/MarkupSession placeholders in WIDE production use: GoFuncData/GoFunctabEntry/GoItab store Box<dyn StructureContext<Self>> as a struct field, each with its own MockStructureContext/MockStructureMappingInfo test impls, plus GoRttiMapper/FieldMarkupFunction/FieldOutputFunction/structure_markup(_function).rs. Faithfully promoting to structs per shape_rules requires rewriting all of those call sites (>=7 files, several hundred lines of production+test code) from dyn-trait-object ergonomics to concrete generics -- a multi-file shape migration, not a bounded single-class port. DataTypeMapper(#5)'s own registerStructure/registerStructures additionally need a Class<T>-keyed reflective registry replacement (TypeId-based type erasure) which is a cross-cutting architecture decision for the whole golang structmapping package. Parking all 4 as one cluster for dedicated follow-up.)	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/DataTypeMapper.java
2026-09-21T22:17	missing-prerequisite (shape rule says struct for FieldContext/StructureContext -- Java record/concrete-class -- but format/seam_stubs.rs already carries pub trait FieldContext<T>/StructureContext<T>/StructureMappingInfo<T>/MarkupSession placeholders in WIDE production use: GoFuncData/GoFunctabEntry/GoItab store Box<dyn StructureContext<Self>> as a struct field, each with its own MockStructureContext/MockStructureMappingInfo test impls, plus GoRttiMapper/FieldMarkupFunction/FieldOutputFunction/structure_markup(_function).rs. Faithfully promoting to structs per shape_rules requires rewriting all of those call sites (>=7 files, several hundred lines of production+test code) from dyn-trait-object ergonomics to concrete generics -- a multi-file shape migration, not a bounded single-class port. DataTypeMapper(#5)'s own registerStructure/registerStructures additionally need a Class<T>-keyed reflective registry replacement (TypeId-based type erasure) which is a cross-cutting architecture decision for the whole golang structmapping package. Parking all 4 as one cluster for dedicated follow-up.)	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/golang/structmapping/MarkupSession.java
2026-09-22T03:05	missing-prerequisite (RTTI1DataType extends the unported abstract RTTIDataType base and directly instantiates/calls RTTI0DataType, RTTI3DataType, and MSDataTypeUtils -- none of the 4 are ported. MSDataTypeUtils alone is an 11-method Program/Memory/Address helper (getReferenceDataType, getPMDDataType, is64Bit, getReferencedAddress, getBytes, containsInstruction, containsDefinedData); RTTI0/RTTI3DataType are full sibling dynamic-datatype classes with their own isValid/getAllComponents logic RTTI1 calls into (rtti0.isValid(...), rtti3.isValid(...)). This is a 4-class prerequisite chain, not a narrow forward-reference stub -- porting RTTI1DataType faithfully now would mean either inventing all 4 dependencies' real behavior inline (wrong -- they are real, separately-scoped classes) or producing a non-functional shell. The class itself is also Java-deprecated ("Use of this dynamic data type class is no longer recommended").)	Ghidra/Features/Base/src/main/java/ghidra/app/util/datatype/microsoft/RTTI1DataType.java
2026-09-22T03:06	missing-prerequisite (ResourceDataDirectory extends the unported DataDirectory base class, which supplies the reader/ntHeader/virtualAddress/hasParsed fields this class relies on; NTHeader is also unported. Its parse()/getResources() are modest but its markup() method (the bulk of the 755-line class) pulls in a dozen+ unported Program-side dependencies: TaskMonitor, MessageLog, Options, SymbolTable, DumbMemBufferImpl, VS_VERSION_INFO/VS_VERSION_CHILD, PeUtils, and ~15 resource-specific DataTypes (BitmapResourceDataType, DialogResourceDataType, MenuResourceDataType, PngDataType, GifDataType, WAVEDataType, MIDIDataType, WEVTResourceDataType, MUIResourceDataType, IconResourceDataType, GroupIconResourceDataType, HTMLResourceDataType, PascalUnicodeDataType, TerminatedStringDataType/TerminatedUnicodeDataType). format/seam_stubs.rs already documents this as "a large unported subsystem...deliberately not modeled" for its one existing static-only seam (get_pe_resource_property, used by LibraryLookupTable); that assessment still holds for the full class.)	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/ResourceDataDirectory.java
2026-09-22T03:07	missing-prerequisite (LoadConfigDataDirectory extends the unported DataDirectory base class -- the same shared blocker as ResourceDataDirectory, parked in this same batch -- which supplies the reader/ntHeader/virtualAddress fields this class relies on. NTHeader, LoadConfigDirectory, ControlFlowGuard, PeUtils, ImageChpeMetadataX86, ImageArm64ecMetadata, and ImageDynamicRelocationTable are ALL unported too, and markup()/parse() call directly into every one of them. A faithful port needs the DataDirectory base plus these 6 sibling classes first, not a narrow forward-reference stub.)	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/LoadConfigDataDirectory.java
2026-09-22T04:56	promote-blast-radius-too-large (NTHeader.parse() constructs a real OptionalHeader via OptionalHeader.createOptionalHeader(this, reader); OptionalHeader.java is 1096 lines and currently only a 42-method placeholder trait in format/seam_stubs.rs, not yet scheduled anywhere in PORT_ORDER.tsv -- porting NTHeader faithfully means porting OptionalHeader first, a class bigger than everything landed in this batch combined (ImageCor20Header+FileHeader+their dependencies). Unlike FileHeader's one blocker (SectionHeader, safely deferrable with an empty/None gap since nothing currently tests real section data), OptionalHeader's is64bit()/get_image_base()/get_size_of_image() are load-bearing facts actively varied per-test across 12+ existing NTHeader-mock call sites (LoadConfigDirectory, ControlFlowGuard, ExceptionDataDirectory, DebugDataDirectory, CliMetadataRoot, ...) -- there is no faithful way to leave it a documented gap the way SectionHeader was. A rushed promotion would mean inventing OptionalHeader's behavior inline (wrong) or producing a hollow struct that breaks the is64bit-driven branching every existing caller relies on. PARKING per explicit batch guidance: a half-migrated foundational type is worse than leaving the placeholder in place.	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/NTHeader.java
2026-09-22T05:00	missing-prerequisite (ApplyFunctionSignatureCmd.createParameters() builds a List<Parameter> to feed Function.updateFunction(); the Rust Function::update_function/add_parameter take Box<dyn Variable>, and this crate has NO reusable concrete Variable/Parameter implementor -- every existing caller (e.g. add_memory_parameter_command.rs's MemoryParameter) hand-writes its own ~250-300 line concrete struct satisfying VariableImpl (62 methods, ~10 required) + Parameter (8 methods, ~5 required) + Variable (39 methods, ~31 required). That alone is a sub-project on the scale of what FileHeader took this batch, layered ON TOP of this command's own ~200-line business logic (calling-convention resolution, parameter-name-conflict avoidance via 2 SymbolTable methods this trait does not have yet -- get_parameter_symbol/getSymbol(name,address,namespace) -- stack-purge-size computation, settleCDataType). BackgroundCommand (base class), DataTypeCleaner, and FunctionRenameOption are also all unported, though individually minor. Exceeds a bounded single-class effort; the Function/Program/CompilerSpec/PrototypeModel/FunctionSignature/SymbolUtilities APIs this command needs are otherwise all real and faithful, so this is well-postured for a dedicated future turn once a shared concrete parameter-building helper exists.	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/function/ApplyFunctionSignatureCmd.java
2026-09-22T05:17	promote-blast-radius-too-large (VTSessionDB.java is 834 lines, a DB-backed domain object -- extends DomainObjectAdapterDB implements VTSession -- that OWNERSHIP_MIGRATION.md's "Snapshot + transaction" section (read per this batch's instructions) explicitly says must NOT be ported by faithfully translating Java's cached-fields+staleness-check+refreshIfNeeded+ReentrantLock scaffolding; it needs the snapshot/transaction replacement architecture instead, which does not exist for this subsystem (no VT-session equivalent of ProgramStore). Meanwhile the CURRENT placeholder trait (feature/seam_stubs.rs) is already a wide, actively-consumed seam: 9 real production files (association_database_manager.rs, vt_match_set_db.rs, vt_association_db.rs, markup_item_storage_db.rs, markup_item_impl.rs, markup_item_factory.rs, vt_association.rs, vt_session_file_util.rs, vt_match_table_db_adapter.rs) hold Arc<dyn VTSessionDB> and call its ReentrantLock-guarded methods directly. Promoting to a concrete struct means designing the snapshot+transaction store for this subsystem AND migrating every one of those 9 callers off Arc<dyn VTSessionDB> in the same turn -- a multi-file architectural migration, not a single-class port. PARKING per explicit batch guidance rather than forcing a faithful-Java (wrong ownership pattern) or hollow (breaks real callers) promotion.	Ghidra/Features/VersionTracking/src/main/java/ghidra/feature/vt/api/db/VTSessionDB.java
2026-09-22T05:32	missing-prerequisite (extends StandAloneDataTypeManager, overriding resolve/replaceDataType/remove/getAllDataTypes/createCategory/hasParent/getChildIds/endTransaction/removeParentChildRecord -- all inherited from DataTypeManagerDB in Java, which does the real DB-backed category/ID-map/orphan-tracking work these overrides layer on top of. This crate's DataTypeManagerDb/DataTypeManager/StandAloneDataTypeManager are all still trait-only surfaces with trivial no-op/empty defaults (no concrete DB-backed manager implementation exists anywhere, confirmed by grepping every impl -- only Mock/Test impls). A faithful port needs a real backing-store DataTypeManager implementation to override methods on; that does not exist yet and is a multi-hundred-line prerequisite (DataTypeManagerDB's actual resolve/remove/category logic), not a narrow forward-reference stub. Also a DB-backed cache+staleness+lock+refresh domain object per OWNERSHIP_MIGRATION.md 'Snapshot + transaction' (viewComposite/dataTypeIDMap cache, getModCount staleness, refreshDBTypesFromOriginal refresh, synchronized methods) with no snapshot/transaction store to build against for this subsystem.)	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/compositeeditor/CompositeViewerDataTypeManager.java
2026-09-22T06:12	missing-prerequisite (RandomForestTrainingTask's entire run()/trainModel()/evaluateModel() body is built on the org.tribuo Java ML library -- Dataset, Example, Label, LabelFactory, CARTClassificationTrainer, VotingCombiner, TreeModel, DatasetView, ListDataSource, EnsembleModel, WeightedEnsembleModel, SimpleDataSourceProvenance, Model -- none of which has ANY Rust representation in this crate (dep_context.py does not even offer stub suggestions for them; they are simply outside anything this port models). A faithful port would mean first building a random-forest/CART decision-tree training and bootstrap-ensemble-voting library from scratch, a separate ML-framework-scale project, not a bounded single-class port. Independently of Tribuo, the class also extends the unported `Task` base class and calls five more entirely-unported sibling Ghidra classes (FunctionStartRFParams, ModelTrainingUtils, RandomSubsetUtils, EnsembleEvaluatorCallback, TrainingAndTestData) plus ProgramSelection and ConcurrentQBuilder. Both blockers are independently disqualifying for a bounded turn.)	Ghidra/Extensions/MachineLearning/src/main/java/ghidra/machinelearning/functionfinding/RandomForestTrainingTask.java
2026-09-22T08:16	missing-prerequisite (ClassFileJava.<init> eagerly parses the ENTIRE JVM class-file format in one constructor -- constant pool via ConstantPoolFactory.get() into ~15 unported ConstantPoolXxxInfo subtypes (only AbstractConstantPoolInfoJava itself is a real struct so far), then FieldInfoJava/MethodInfoJava (each their own multi-field parser class, not yet ported), then AttributeFactory.get() into AbstractAttributeInfo subtypes. A faithful smoke test needs a real minimal .class byte fixture round-tripped through this whole chain, which does not exist. toDataType() additionally needs concrete DWORD/WORD DataType singletons -- DWordDataType/WordDataType are ported as traits only, with zero non-test concrete implementors anywhere in the crate (grepped), so even the struct-building half cannot be faithfully written today. This is effectively an entire JVM-class-format subsystem prerequisite (7-8 forward stub types, several of them substantial parsers), not a bounded single-leaf port.)	Ghidra/Processors/JVM/src/main/java/ghidra/javaclass/format/ClassFileJava.java
2026-09-22T08:42	missing-prerequisite (SymZ3PartsFactory is an enum implementing AuxEmulatorPartsFactory<SymValueZ3> -- the first REAL (non-test) implementor of that trait anywhere in the crate; every existing impl is a test fixture inside aux_emulator_parts_factory.rs/aux_pcode_emulator.rs/aux_pcode_thread.rs. Its methods need: SymZ3PcodeArithmetic (implements PcodeArithmetic<SymValueZ3> over every opcode against SymValueZ3's int_*/bool_* methods -- a substantial standalone port, itself a separate later PORT_ORDER TODO, not a narrow stub); SymZ3PcodeThreadExecutor (unported, a custom PcodeThreadExecutor override to record conditional-branch preconditions); and state.SymZ3PcodeExecutorState (unported, distinct from the SymZ3PcodeExecutorStatePiece placeholder this batch introduced for SymZ3PairedPcodeExecutorState/SymZ3PcodeEmulatorTrait). SymZ3PcodeUseropLibrary is real (DONE) and reusable; SymZ3PcodeThread has only a minimal name-only placeholder from this same batch (crate::pcode::seam_stubs::SymZ3PcodeThread), not the PcodeThread-shaped type createThread() needs to return. Faithfully porting createThread/createExecutor/createSharedState/createLocalState would mean fabricating incorrect bodies for 3 substantial not-yet-ported prerequisite types in the same turn -- exceeds a bounded single-class port.)	Ghidra/Extensions/SymbolicSummaryZ3/src/main/java/ghidra/pcode/emu/symz3/SymZ3PartsFactory.java
2026-09-22T08:42	missing-prerequisite (SymZ3PcodeEmulator extends AuxPcodeEmulator<SymValueZ3> implementing SymZ3PcodeEmulatorTrait -- would be the crate's first-ever CONCRETE (non-test) AuxPcodeEmulator/PcodeMachine implementor. Directly blocked on SymZ3PartsFactory (parked this same batch, see its own DESCENT_PARKED reason -- getPartsFactory() must return it) and on a full SymZ3PcodeThread port (newThread/newThread(name)/getAllThreads need a real PcodeThread-shaped type; this batch only stubbed a name field). AuxPcodeEmulator's own module docs (aux_pcode_emulator.rs) already document that create_shared_state/create_local_state/create_thread are free functions taking the parts factory generically -- wiring SymZ3PcodeEmulator up to them faithfully requires the same 3 missing prerequisite types SymZ3PartsFactory needs, plus PcodeEmulationCallbacks/AbstractPcodeMachine plumbing with zero existing concrete-emulator precedent to follow. Exceeds a bounded single-class port; should follow once SymZ3PartsFactory's prerequisites land.)	Ghidra/Extensions/SymbolicSummaryZ3/src/main/java/ghidra/pcode/emu/symz3/state/SymZ3PcodeEmulator.java
